"id","syear","x","y"
70575,2013,32800825.231,5812725.754
70575,2014,32800825.231,5812725.754
70575,2015,32800825.231,5812725.754
70575,2016,32800825.231,5812725.754
70575,2017,32800825.231,5812725.754
70575,2018,32800825.231,5812725.754
29366,2000,32791360.746,5822415.388
29366,2001,32791360.746,5822415.388
29366,2002,32791360.746,5822415.388
67935,2000,32802306.893,5828116.033
74959,2000,32809799.632,5833093.245
74959,2001,32809799.632,5833093.245
74959,2002,32809799.632,5833093.245
74959,2003,32809799.632,5833093.245
74959,2004,32809799.632,5833093.245
74959,2005,32809799.632,5833093.245
74959,2006,32809799.632,5833093.245
74959,2007,32809799.632,5833093.245
74959,2008,32809799.632,5833093.245
74959,2009,32782042.739,5828398.424
74959,2010,32782042.739,5828398.424
74959,2011,32782042.739,5828398.424
74959,2012,32782042.739,5828398.424
74959,2013,32782042.739,5828398.424
74959,2014,32782042.739,5828398.424
74959,2015,32782042.739,5828398.424
74959,2016,32782042.739,5828398.424
74959,2017,32782042.739,5828398.424
74959,2018,32782042.739,5828398.424
74959,2019,32782042.739,5828398.424
74959,2020,32782042.739,5828398.424
74959,2021,32782042.739,5828398.424
49219,2000,32797605.404,5823200.743
49219,2001,32797605.404,5823200.743
49219,2002,32797605.404,5823200.743
49219,2003,32797605.404,5823200.743
49219,2004,32805932.815,5815249.101
49219,2005,32805932.815,5815249.101
49219,2006,32805932.815,5815249.101
49219,2007,32805932.815,5815249.101
49219,2008,32805932.815,5815249.101
49219,2009,32805932.815,5815249.101
49219,2010,32805932.815,5815249.101
49219,2011,32805932.815,5815249.101
49219,2012,32805932.815,5815249.101
49219,2013,32805932.815,5815249.101
49219,2014,32805932.815,5815249.101
49219,2015,32805932.815,5815249.101
49219,2016,32805932.815,5815249.101
49219,2017,32805932.815,5815249.101
49219,2018,32805932.815,5815249.101
49219,2019,32805932.815,5815249.101
49219,2020,32805932.815,5815249.101
49219,2021,32805932.815,5815249.101
85391,2000,32792688.016,5815114.967
85391,2001,32792688.016,5815114.967
85391,2002,32792688.016,5815114.967
85391,2003,32792688.016,5815114.967
85391,2004,32792688.016,5815114.967
85391,2005,32792688.016,5815114.967
85391,2006,32792688.016,5815114.967
85391,2007,32792688.016,5815114.967
85391,2008,32792688.016,5815114.967
85391,2009,32792688.016,5815114.967
85391,2010,32792688.016,5815114.967
85391,2011,32792688.016,5815114.967
85391,2012,32792688.016,5815114.967
85391,2013,32792688.016,5815114.967
85391,2014,32792688.016,5815114.967
85391,2015,32792688.016,5815114.967
85391,2016,32792688.016,5815114.967
85391,2017,32792688.016,5815114.967
85391,2018,32802197.436,5820507.269
82849,2000,32800489.873,5827148.103
82849,2001,32800489.873,5827148.103
82849,2002,32800489.873,5827148.103
82849,2003,32800489.873,5827148.103
52013,2000,32795767.999,5827994.339
52013,2001,32795767.999,5827994.339
52013,2002,32795767.999,5827994.339
52013,2003,32795767.999,5827994.339
52013,2004,32795767.999,5827994.339
52013,2005,32795767.999,5827994.339
41403,2000,32805200.297,5815520.315
41403,2001,32805200.297,5815520.315
41403,2002,32805200.297,5815520.315
41403,2003,32805200.297,5815520.315
41403,2004,32805200.297,5815520.315
41403,2005,32805200.297,5815520.315
41403,2006,32805200.297,5815520.315
41403,2007,32805200.297,5815520.315
41403,2008,32805200.297,5815520.315
41403,2009,32805200.297,5815520.315
41403,2010,32805200.297,5815520.315
41403,2011,32805200.297,5815520.315
41403,2012,32805200.297,5815520.315
41403,2013,32805200.297,5815520.315
41403,2014,32805200.297,5815520.315
41403,2015,32805200.297,5815520.315
41403,2016,32805200.297,5815520.315
41403,2017,32805200.297,5815520.315
41403,2018,32805200.297,5815520.315
75395,2000,32796503.435,5815830.789
75395,2001,32796503.435,5815830.789
75395,2002,32796503.435,5815830.789
75395,2003,32796503.435,5815830.789
75395,2004,32796503.435,5815830.789
75395,2005,32796503.435,5815830.789
75395,2006,32796503.435,5815830.789
75395,2007,32796503.435,5815830.789
75395,2008,32796503.435,5815830.789
75395,2009,32796503.435,5815830.789
75395,2010,32796503.435,5815830.789
75395,2011,32796503.435,5815830.789
75395,2012,32796503.435,5815830.789
75395,2013,32796503.435,5815830.789
12151,2000,32804918.551,5816951.787
12151,2001,32804918.551,5816951.787
12151,2002,32804918.551,5816951.787
12151,2003,32804918.551,5816951.787
12151,2004,32804918.551,5816951.787
12151,2005,32804918.551,5816951.787
12151,2006,32804918.551,5816951.787
12151,2007,32804918.551,5816951.787
12151,2008,32804918.551,5816951.787
12151,2009,32804918.551,5816951.787
12151,2010,32804918.551,5816951.787
12151,2011,32804918.551,5816951.787
12151,2012,32804918.551,5816951.787
12151,2013,32804918.551,5816951.787
12151,2014,32804918.551,5816951.787
12151,2015,32804918.551,5816951.787
12151,2016,32804918.551,5816951.787
12151,2017,32804918.551,5816951.787
12151,2018,32804918.551,5816951.787
12151,2019,32804918.551,5816951.787
12151,2020,32804918.551,5816951.787
83420,2000,32794950.833,5826136.178
83420,2001,32794950.833,5826136.178
83420,2002,32794950.833,5826136.178
83420,2003,32794950.833,5826136.178
83420,2004,32794950.833,5826136.178
83420,2005,32794950.833,5826136.178
83420,2006,32794950.833,5826136.178
83420,2007,32794950.833,5826136.178
83420,2008,32794950.833,5826136.178
83420,2009,32794950.833,5826136.178
83420,2010,32794950.833,5826136.178
83420,2011,32794950.833,5826136.178
83420,2012,32794950.833,5826136.178
94475,2005,32802666.154,5817445.604
42409,2000,32805128.707,5819054.045
42409,2001,32805128.707,5819054.045
42409,2002,32805128.707,5819054.045
42409,2003,32805128.707,5819054.045
42409,2004,32805128.707,5819054.045
42409,2005,32805128.707,5819054.045
42409,2006,32805128.707,5819054.045
42409,2007,32805128.707,5819054.045
42409,2008,32805128.707,5819054.045
97398,2000,32802107.159,5838545.702
97398,2001,32802107.159,5838545.702
97398,2002,32802107.159,5838545.702
97398,2003,32802107.159,5838545.702
97398,2004,32802107.159,5838545.702
97398,2005,32802107.159,5838545.702
97398,2006,32802107.159,5838545.702
97398,2007,32802107.159,5838545.702
97398,2008,32802107.159,5838545.702
97398,2009,32802107.159,5838545.702
97398,2010,32802107.159,5838545.702
97398,2011,32802107.159,5838545.702
97398,2012,32802107.159,5838545.702
97398,2013,32802107.159,5838545.702
97398,2014,32802107.159,5838545.702
97398,2015,32802107.159,5838545.702
97398,2016,32802107.159,5838545.702
97398,2017,32802107.159,5838545.702
97398,2018,32802107.159,5838545.702
97398,2019,32802107.159,5838545.702
97398,2020,32802107.159,5838545.702
97398,2021,32802107.159,5838545.702
90727,2000,32801173.213,5827532.413
90727,2001,32801173.213,5827532.413
90727,2002,32801173.213,5827532.413
90727,2003,32801173.213,5827532.413
90727,2004,32801173.213,5827532.413
90727,2005,32801173.213,5827532.413
90727,2006,32801173.213,5827532.413
90727,2007,32801173.213,5827532.413
90727,2008,32801173.213,5827532.413
90727,2009,32801173.213,5827532.413
90727,2010,32801173.213,5827532.413
90727,2011,32801173.213,5827532.413
90727,2012,32801173.213,5827532.413
90727,2013,32801173.213,5827532.413
90727,2014,32801173.213,5827532.413
90727,2015,32801173.213,5827532.413
90727,2016,32801173.213,5827532.413
90727,2017,32801173.213,5827532.413
90727,2018,32801173.213,5827532.413
90727,2019,32801173.213,5827532.413
90727,2020,32801173.213,5827532.413
90727,2021,32801173.213,5827532.413
36496,2000,32781314.711,5830454.034
36496,2001,32792205.624,5838241.736
36496,2002,32792205.624,5838241.736
36496,2003,32792205.624,5838241.736
36496,2004,32792205.624,5838241.736
36496,2005,32792205.624,5838241.736
36496,2006,32792205.624,5838241.736
34256,2000,32798671.432,5816691.639
34256,2001,32798671.432,5816691.639
34256,2002,32798671.432,5816691.639
34256,2003,32798671.432,5816691.639
34256,2004,32798671.432,5816691.639
34256,2005,32798671.432,5816691.639
34256,2006,32798671.432,5816691.639
34256,2007,32798671.432,5816691.639
34256,2008,32798671.432,5816691.639
34256,2009,32798671.432,5816691.639
34256,2010,32798671.432,5816691.639
34256,2011,32798671.432,5816691.639
34256,2012,32798671.432,5816691.639
34256,2013,32798671.432,5816691.639
34256,2014,32798671.432,5816691.639
34256,2015,32798671.432,5816691.639
34256,2016,32798671.432,5816691.639
34256,2017,32798671.432,5816691.639
34256,2018,32798671.432,5816691.639
34256,2019,32798671.432,5816691.639
34256,2020,32798671.432,5816691.639
43985,2000,32789433.981,5823671.757
43985,2001,32789433.981,5823671.757
43985,2002,32789433.981,5823671.757
43985,2003,32789433.981,5823671.757
43985,2004,32789433.981,5823671.757
43985,2005,32789433.981,5823671.757
43985,2006,32789433.981,5823671.757
43985,2007,32789728.278,5833900.018
43985,2008,32789728.278,5833900.018
43985,2009,32789728.278,5833900.018
43985,2010,32789728.278,5833900.018
43985,2011,32789728.278,5833900.018
43985,2012,32789728.278,5833900.018
43985,2013,32789728.278,5833900.018
43985,2014,32789728.278,5833900.018
43985,2015,32789728.278,5833900.018
43985,2016,32789728.278,5833900.018
43985,2017,32789728.278,5833900.018
43985,2018,32789728.278,5833900.018
43985,2019,32789728.278,5833900.018
43985,2020,32789728.278,5833900.018
53091,2000,32798467.9,5821117.972
53091,2001,32798467.9,5821117.972
53091,2002,32802989.911,5837936.883
53091,2003,32802989.911,5837936.883
53091,2004,32802989.911,5837936.883
53091,2005,32802989.911,5837936.883
53091,2006,32805137.769,5832080.981
53091,2007,32805137.769,5832080.981
53091,2008,32807839.483,5830084.799
53091,2009,32807839.483,5830084.799
53091,2010,32807839.483,5830084.799
53091,2011,32807839.483,5830084.799
16317,2000,32809326.537,5817186.463
16317,2001,32809326.537,5817186.463
16317,2002,32809326.537,5817186.463
16317,2003,32809326.537,5817186.463
16317,2004,32809326.537,5817186.463
16317,2005,32809326.537,5817186.463
16317,2006,32809326.537,5817186.463
16317,2007,32809326.537,5817186.463
16317,2008,32809326.537,5817186.463
16317,2009,32809326.537,5817186.463
16317,2010,32809326.537,5817186.463
